"id","fqdn/ip","port","severity","finding","cve","cwe"
"cipher-tls1_2_x9f","www.festivalparminous.org/51.159.70.213","443","OK","TLSv1.2   x9f     DHE-RSA-AES256-GCM-SHA384         DH 2048    AESGCM      256      TLS_DHE_RSA_WITH_AES_256_GCM_SHA384","",""
"cipher-tls1_2_xc02f","www.festivalparminous.org/51.159.70.213","443","OK","TLSv1.2   xc02f   ECDHE-RSA-AES128-GCM-SHA256       ECDH 521   AESGCM      128      TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256","",""
"cipher-tls1_2_x9e","www.festivalparminous.org/51.159.70.213","443","OK","TLSv1.2   x9e     DHE-RSA-AES128-GCM-SHA256         DH 2048    AESGCM      128      TLS_DHE_RSA_WITH_AES_128_GCM_SHA256","",""
"supportedciphers_TLSv1_2","www.festivalparminous.org/51.159.70.213","443","INFO","ECDHE-RSA-AES256-GCM-SHA384 DHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-AES128-GCM-SHA256 DHE-RSA-AES128-GCM-SHA256","",""
"FS","www.festivalparminous.org/51.159.70.213","443","OK","offered","",""
"FS_ciphers","www.festivalparminous.org/51.159.70.213","443","INFO","DHE-RSA-AES128-GCM-SHA256 DHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES256-GCM-SHA384","",""
"FS_ECDHE_curves","www.festivalparminous.org/51.159.70.213","443","OK","prime256v1 secp384r1 secp521r1","",""
"TLS_extensions","www.festivalparminous.org/51.159.70.213","443","INFO","'renegotiation info/#65281' 'server name/#0' 'EC point formats/#11' 'status request/#5' 'next protocol/#13172' 'supported versions/#43' 'key share/#51' 'supported_groups/#10' 'max fragment length/#1' 'application layer protocol negotiation/#16' 'extended master secret/#23'","",""
"TLS_session_ticket","www.festivalparminous.org/51.159.70.213","443","INFO","no -- no lifetime advertised","",""
"SSL_sessionID_support","www.festivalparminous.org/51.159.70.213","443","INFO","yes","",""
"sessionresumption_ticket","www.festivalparminous.org/51.159.70.213","443","INFO","not supported","",""
"sessionresumption_ID","www.festivalparminous.org/51.159.70.213","443","INFO","supported","",""
"TLS_timestamp","www.festivalparminous.org/51.159.70.213","443","INFO","random","",""
"clientAuth","www.festivalparminous.org/51.159.70.213","443","INFO","none","",""
"cert_numbers","www.festivalparminous.org/51.159.70.213","443","INFO","1","",""
"cert_signatureAlgorithm","www.festivalparminous.org/51.159.70.213","443","OK","SHA256 with RSA","",""
"cert_keySize","www.festivalparminous.org/51.159.70.213","443","OK","RSA 3072 bits (exponent is 65537)","",""
"cert_keyUsage","www.festivalparminous.org/51.159.70.213","443","INFO","Digital Signature, Key Encipherment","",""
"cert_extKeyUsage","www.festivalparminous.org/51.159.70.213","443","INFO","TLS Web Server Authentication, TLS Web Client Authentication","",""
"cert_serialNumber","www.festivalparminous.org/51.159.70.213","443","INFO","03BE8E08B32467ACB5CF8D94482F6DD69A31","",""
"cert_fingerprintSHA1","www.festivalparminous.org/51.159.70.213","443","INFO","9642D7482195C56FA5392BBE4CE0BE254BF0C6B8","",""
"cert_fingerprintSHA256","www.festivalparminous.org/51.159.70.213","443","INFO","C20FB4B2753E12B2CAE8BDC12207C292676CCEE928E7CF6FF8DC2A7CFF4325FB","",""
"cert","www.festivalparminous.org/51.159.70.213","443","INFO","-----BEGIN CERTIFICATE----- MIIFuDCCBKCgAwIBAgISA76OCLMkZ6y1z42USC9t1poxMA0GCSqGSIb3DQEBCwUA MDIxCzAJBgNVBAYTAlVTMRYwFAYDVQQKEw1MZXQncyBFbmNyeXB0MQswCQYDVQQD EwJSMzAeFw0yMTA3MjYwMzI4MjNaFw0yMTEwMjQwMzI4MjFaMCQxIjAgBgNVBAMT GXd3dy5mZXN0aXZhbHBhcm1pbm91cy5vcmcwggGiMA0GCSqGSIb3DQEBAQUAA4IB jwAwggGKAoIBgQDJvOxUnuDH9mO0nhMj8oAYSk0hFgE5pFonAChj16+oZ7gilcRj 1ebbvaf/cTX62BGgDlFeSh1rtMLKA/mNBDm2aJ2yocEsIfOoRlc8CKQmNrfWsTv6 1NX+wnjai8LRSicJbHugBDtBj/ZzMoPJMLXCVubSNdPNChwDXKxkIPPEy9JxHSUw 9T+Q7UogEue0WPqrCkgXngCTTlzN0MHNx1tVNvujP6OU+f8tAZM3aEOhXCFyD4FA ymlqL64YIonEipDvKt9jSri0yqqNQoVpfOUbD26cRheJYteywkuNhur54fL3xkRF R3VmmWgO0HaTAexu3uddQPSmRPIsD1/c/tPs8Z6rksWXiIqOrM4nJuw1gij0KTvd csGDaMd8i+PDXq6P4xuGqpccnJzqZ6NpnJOgD+CCU8Pm86VZ4+xU/3varRwhdyan rCVLzfc16pMHTDR7KF6JW4nc7aEfbgPT175blF9XjcoyLQxPfsTPls6EZ63ggGrV CU2ZSjK/hvUKJWECAwEAAaOCAlQwggJQMA4GA1UdDwEB/wQEAwIFoDAdBgNVHSUE FjAUBggrBgEFBQcDAQYIKwYBBQUHAwIwDAYDVR0TAQH/BAIwADAdBgNVHQ4EFgQU oipdAUI2qUFpZ8Vr4IcAevOJtVIwHwYDVR0jBBgwFoAUFC6zF7dYVsuuUAlA5h+v nYsUwsYwVQYIKwYBBQUHAQEESTBHMCEGCCsGAQUFBzABhhVodHRwOi8vcjMuby5s ZW5jci5vcmcwIgYIKwYBBQUHMAKGFmh0dHA6Ly9yMy5pLmxlbmNyLm9yZy8wJAYD VR0RBB0wG4IZd3d3LmZlc3RpdmFscGFybWlub3VzLm9yZzBMBgNVHSAERTBDMAgG BmeBDAECATA3BgsrBgEEAYLfEwEBATAoMCYGCCsGAQUFBwIBFhpodHRwOi8vY3Bz LmxldHNlbmNyeXB0Lm9yZzCCAQQGCisGAQQB1nkCBAIEgfUEgfIA8AB2AG9Tdqwx 8DEZ2JkApFEV/3cVHBHZAsEAKQaNsgiaN9kTAAABeuESMpkAAAQDAEcwRQIgHkMz rUlo1g6o0KqUkwW2zvqfmGdFkU+xr0ZkzICFF5YCIQDFxtFol4KpfIR7RmAqBlIP pyhzVm0omGoRhNRERnMiOAB2AH0+8viP/4hVaCTCwMqeUol5K8UOeAl/LmqXaJl+ IvDXAAABeuESMpYAAAQDAEcwRQIhALG+Lqv5l59uom/HyOJ3P2F/u0nkWYh63bEi GPuHs77/AiBf/rXIbn4uIZxulxO4aB3WIY8oOyNq62tY9KRf48w45DANBgkqhkiG 9w0BAQsFAAOCAQEAZko94wPGi83fzddCpAtGs0+EHDapa8w89b8oeF3qSkhLu6ao jS+2AQ8NQNIYr4T4eJLnZvxDzb/6POKR+F66yDeEnmu7ROArlQxH1xyRfiOi3UEl sgbANB8WkF6IjJ5o/MJL+sBn3SerJT3F+XTXU1BYAmotvBwNmIm/OqvsbjKs3+Kr NFh0zhFKmdmLDnicoKStFeMJ/6qFvICVVCZGf/4C2XejhaTqJKy5IHsaXR0U6BCV 7jwW/tZ0JmU+5ynm62QMj8ZjJtYZ3pABUz9QVvTSnzyi9dfqgH/S2hoYC1REkYXt ihPnoRGyHZWnWs9M2g/B9921NKcE3gQ5WtLUng== -----END CERTIFICATE-----","",""
"cert_commonName","www.festivalparminous.org/51.159.70.213","443","OK","www.festivalparminous.org","",""
"cert_commonName_wo_SNI","www.festivalparminous.org/51.159.70.213","443","INFO","yunohost.org","",""
"cert_subjectAltName","www.festivalparminous.org/51.159.70.213","443","INFO","www.festivalparminous.org","",""
"cert_trust","www.festivalparminous.org/51.159.70.213","443","OK","Ok via SAN and CN (SNI mandatory)","",""
"cert_chain_of_trust","www.festivalparminous.org/51.159.70.213","443","OK","passed.","",""
"cert_certificatePolicies_EV","www.festivalparminous.org/51.159.70.213","443","INFO","no","",""
"cert_expirationStatus","www.festivalparminous.org/51.159.70.213","443","OK","65 >= 30 days","",""
"cert_notBefore","www.festivalparminous.org/51.159.70.213","443","INFO","2021-07-26 03:28","",""
"cert_notAfter","www.festivalparminous.org/51.159.70.213","443","OK","2021-10-24 03:28","",""
"cert_extlifeSpan","www.festivalparminous.org/51.159.70.213","443","OK","certificate has no extended life time according to browser forum","",""
"cert_eTLS","www.festivalparminous.org/51.159.70.213","443","INFO","not present","",""
"cert_crlDistributionPoints","www.festivalparminous.org/51.159.70.213","443","INFO","--","",""
"cert_ocspURL","www.festivalparminous.org/51.159.70.213","443","INFO","http://r3.o.lencr.org","",""
"OCSP_stapling","www.festivalparminous.org/51.159.70.213","443","OK","offered","",""
"cert_ocspRevoked","www.festivalparminous.org/51.159.70.213","443","OK","not revoked","",""
"cert_mustStapleExtension","www.festivalparminous.org/51.159.70.213","443","INFO","--","",""
"DNS_CAArecord","www.festivalparminous.org/51.159.70.213","443","LOW","--","",""
"certificate_transparency","www.festivalparminous.org/51.159.70.213","443","OK","yes (certificate extension)","",""
"certs_countServer","www.festivalparminous.org/51.159.70.213","443","INFO","3","",""
"certs_list_ordering_problem","www.festivalparminous.org/51.159.70.213","443","INFO","no","",""
"cert_caIssuers","www.festivalparminous.org/51.159.70.213","443","INFO","R3 (Let's Encrypt from US)","",""
"intermediate_cert <#1>","www.festivalparminous.org/51.159.70.213","443","INFO","-----BEGIN CERTIFICATE----- MIIFFjCCAv6gAwIBAgIRAJErCErPDBinU/bWLiWnX1owDQYJKoZIhvcNAQELBQAw TzELMAkGA1UEBhMCVVMxKTAnBgNVBAoTIEludGVybmV0IFNlY3VyaXR5IFJlc2Vh cmNoIEdyb3VwMRUwEwYDVQQDEwxJU1JHIFJvb3QgWDEwHhcNMjAwOTA0MDAwMDAw WhcNMjUwOTE1MTYwMDAwWjAyMQswCQYDVQQGEwJVUzEWMBQGA1UEChMNTGV0J3Mg RW5jcnlwdDELMAkGA1UEAxMCUjMwggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEK AoIBAQC7AhUozPaglNMPEuyNVZLD+ILxmaZ6QoinXSaqtSu5xUyxr45r+XXIo9cP R5QUVTVXjJ6oojkZ9YI8QqlObvU7wy7bjcCwXPNZOOftz2nwWgsbvsCUJCWH+jdx sxPnHKzhm+/b5DtFUkWWqcFTzjTIUu61ru2P3mBw4qVUq7ZtDpelQDRrK9O8Zutm NHz6a4uPVymZ+DAXXbpyb/uBxa3Shlg9F8fnCbvxK/eG3MHacV3URuPMrSXBiLxg Z3Vms/EY96Jc5lP/Ooi2R6X/ExjqmAl3P51T+c8B5fWmcBcUr2Ok/5mzk53cU6cG /kiFHaFpriV1uxPMUgP17VGhi9sVAgMBAAGjggEIMIIBBDAOBgNVHQ8BAf8EBAMC AYYwHQYDVR0lBBYwFAYIKwYBBQUHAwIGCCsGAQUFBwMBMBIGA1UdEwEB/wQIMAYB Af8CAQAwHQYDVR0OBBYEFBQusxe3WFbLrlAJQOYfr52LFMLGMB8GA1UdIwQYMBaA FHm0WeZ7tuXkAXOACIjIGlj26ZtuMDIGCCsGAQUFBwEBBCYwJDAiBggrBgEFBQcw AoYWaHR0cDovL3gxLmkubGVuY3Iub3JnLzAnBgNVHR8EIDAeMBygGqAYhhZodHRw Oi8veDEuYy5sZW5jci5vcmcvMCIGA1UdIAQbMBkwCAYGZ4EMAQIBMA0GCysGAQQB gt8TAQEBMA0GCSqGSIb3DQEBCwUAA4ICAQCFyk5HPqP3hUSFvNVneLKYY611TR6W PTNlclQtgaDqw+34IL9fzLdwALduO/ZelN7kIJ+m74uyA+eitRY8kc607TkC53wl ikfmZW4/RvTZ8M6UK+5UzhK8jCdLuMGYL6KvzXGRSgi3yLgjewQtCPkIVz6D2QQz CkcheAmCJ8MqyJu5zlzyZMjAvnnAT45tRAxekrsu94sQ4egdRCnbWSDtY7kh+BIm lJNXoB1lBMEKIq4QDUOXoRgffuDghje1WrG9ML+Hbisq/yFOGwXD9RiX8F6sw6W4 avAuvDszue5L3sz85K+EC4Y/wFVDNvZo4TYXao6Z0f+lQKc0t8DQYzk1OXVu8rp2 yJMC6alLbBfODALZvYH7n7do1AZls4I9d1P4jnkDrQoxB3UqQ9hVl3LEKQ73xF1O yK5GhDDX8oVfGKF5u+decIsH4YaTw7mP3GFxJSqv3+0lUFJoi5Lc5da149p90Ids hCExroL1+7mryIkXPeFM5TgO9r0rvZaBFOvV2z0gp35Z0+L4WPlbuEjN/lxPFin+ HlUjr8gRsI3qfJOQFy/9rKIJR0Y/8Omwt/8oTWgy1mdeHmmjk7j1nYsvC9JSQ6Zv MldlTTKB3zhThV1+XWYp6rjd5JW1zbVWEkLNxE7GJThEUG3szgBVGP7pSWTUTsqX nLRbwHOoq7hHwg== -----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#1>","www.festivalparminous.org/51.159.70.213","443","INFO","67ADD1166B020AE61B8F5FC96813C04C2AA589960796865572A3C7E737613DFD","",""
"intermediate_cert_notBefore <#1>","www.festivalparminous.org/51.159.70.213","443","INFO","2020-09-04 00:00","",""
"intermediate_cert_notAfter <#1>","www.festivalparminous.org/51.159.70.213","443","OK","2025-09-15 16:00","",""
"intermediate_cert_expiration <#1>","www.festivalparminous.org/51.159.70.213","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#1>","www.festivalparminous.org/51.159.70.213","443","INFO","R3 <-- ISRG Root X1","",""
"intermediate_cert <#2>","www.festivalparminous.org/51.159.70.213","443","INFO","-----BEGIN CERTIFICATE----- MIIFYDCCBEigAwIBAgIQQAF3ITfU6UK47naqPGQKtzANBgkqhkiG9w0BAQsFADA/ MSQwIgYDVQQKExtEaWdpdGFsIFNpZ25hdHVyZSBUcnVzdCBDby4xFzAVBgNVBAMT DkRTVCBSb290IENBIFgzMB4XDTIxMDEyMDE5MTQwM1oXDTI0MDkzMDE4MTQwM1ow TzELMAkGA1UEBhMCVVMxKTAnBgNVBAoTIEludGVybmV0IFNlY3VyaXR5IFJlc2Vh cmNoIEdyb3VwMRUwEwYDVQQDEwxJU1JHIFJvb3QgWDEwggIiMA0GCSqGSIb3DQEB AQUAA4ICDwAwggIKAoICAQCt6CRz9BQ385ueK1coHIe+3LffOJCMbjzmV6B493XC ov71am72AE8o295ohmxEk7axY/0UEmu/H9LqMZshftEzPLpI9d1537O4/xLxIZpL wYqGcWlKZmZsj348cL+tKSIG8+TA5oCu4kuPt5l+lAOf00eXfJlII1PoOK5PCm+D LtFJV4yAdLbaL9A4jXsDcCEbdfIwPPqPrt3aY6vrFk/CjhFLfs8L6P+1dy70sntK 4EwSJQxwjQMpoOFTJOwT2e4ZvxCzSow/iaNhUd6shweU9GNx7C7ib1uYgeGJXDR5 bHbvO5BieebbpJovJsXQEOEO3tkQjhb7t/eo98flAgeYjzYIlefiN5YNNnWe+w5y sR2bvAP5SQXYgd0FtCrWQemsAXaVCg/Y39W9Eh81LygXbNKYwagJZHduRze6zqxZ Xmidf3LWicUGQSk+WT7dJvUkyRGnWqNMQB9GoZm1pzpRboY7nn1ypxIFeFntPlF4 FQsDj43QLwWyPntKHEtzBRL8xurgUBN8Q5N0s8p0544fAQjQMNRbcTa0B7rBMDBc SLeCO5imfWCKoqMpgsy6vYMEG6KDA0Gh1gXxG8K28Kh8hjtGqEgqiNx2mna/H2ql PRmP6zjzZN7IKw0KKP/32+IVQtQi0Cdd4Xn+GOdwiK1O5tmLOsbdJ1Fu/7xk9TND TwIDAQABo4IBRjCCAUIwDwYDVR0TAQH/BAUwAwEB/zAOBgNVHQ8BAf8EBAMCAQYw SwYIKwYBBQUHAQEEPzA9MDsGCCsGAQUFBzAChi9odHRwOi8vYXBwcy5pZGVudHJ1 c3QuY29tL3Jvb3RzL2RzdHJvb3RjYXgzLnA3YzAfBgNVHSMEGDAWgBTEp7Gkeyxx +tvhS5B1/8QVYIWJEDBUBgNVHSAETTBLMAgGBmeBDAECATA/BgsrBgEEAYLfEwEB ATAwMC4GCCsGAQUFBwIBFiJodHRwOi8vY3BzLnJvb3QteDEubGV0c2VuY3J5cHQu b3JnMDwGA1UdHwQ1MDMwMaAvoC2GK2h0dHA6Ly9jcmwuaWRlbnRydXN0LmNvbS9E U1RST09UQ0FYM0NSTC5jcmwwHQYDVR0OBBYEFHm0WeZ7tuXkAXOACIjIGlj26Ztu MA0GCSqGSIb3DQEBCwUAA4IBAQAKcwBslm7/DlLQrt2M51oGrS+o44+/yQoDFVDC 5WxCu2+b9LRPwkSICHXM6webFGJueN7sJ7o5XPWioW5WlHAQU7G75K/QosMrAdSW 9MUgNTP52GE24HGNtLi1qoJFlcDyqSMo59ahy2cI2qBDLKobkx/J3vWraV0T9VuG WCLKTVXkcGdtwlfFRjlBz4pYg1htmf5X6DYO8A4jqv2Il9DjXA6USbW1FzXSLr9O he8Y4IWS6wY7bCkjCWDcRQJMEhg76fsO3txE+FiYruq9RUWhiF1myv4Q6W+CyBFC Dfvp7OOGAN6dEOM4+qR9sdjoSYKEBpsr6GtPAQw4dy753ec5 -----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#2>","www.festivalparminous.org/51.159.70.213","443","INFO","6D99FB265EB1C5B3744765FCBC648F3CD8E1BFFAFDC4C2F99B9D47CF7FF1C24F","",""
"intermediate_cert_notBefore <#2>","www.festivalparminous.org/51.159.70.213","443","INFO","2021-01-20 19:14","",""
"intermediate_cert_notAfter <#2>","www.festivalparminous.org/51.159.70.213","443","OK","2024-09-30 18:14","",""
"intermediate_cert_expiration <#2>","www.festivalparminous.org/51.159.70.213","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#2>","www.festivalparminous.org/51.159.70.213","443","INFO","ISRG Root X1 <-- DST Root CA X3","",""
"intermediate_cert_badOCSP","www.festivalparminous.org/51.159.70.213","443","OK","intermediate certificate(s) is/are ok","",""
"HTTP_status_code","www.festivalparminous.org/51.159.70.213","443","INFO","200 OK ('/')","",""
"HTTP_clock_skew","www.festivalparminous.org/51.159.70.213","443","INFO","0 seconds from localtime","",""
"HSTS_time","www.festivalparminous.org/51.159.70.213","443","OK","730 days (=63072000 seconds) > 15552000 seconds","",""
"HSTS_subdomains","www.festivalparminous.org/51.159.70.213","443","OK","includes subdomains","",""
"HSTS_preload","www.festivalparminous.org/51.159.70.213","443","OK","domain IS marked for preloading","",""
"HPKP","www.festivalparminous.org/51.159.70.213","443","INFO","No support for HTTP Public Key Pinning","",""
"banner_server","www.festivalparminous.org/51.159.70.213","443","INFO","nginx","",""
"banner_application","www.festivalparminous.org/51.159.70.213","443","INFO","No application banner found","",""
"cookie_count","www.festivalparminous.org/51.159.70.213","443","INFO","0 at '/'","",""
"X-Frame-Options","www.festivalparminous.org/51.159.70.213","443","OK","SAMEORIGIN","",""
"X-Content-Type-Options","www.festivalparminous.org/51.159.70.213","443","OK","nosniff","",""
"Content-Security-Policy","www.festivalparminous.org/51.159.70.213","443","OK","upgrade-insecure-requests","",""
"Content-Security-Policy-Report-Only","www.festivalparminous.org/51.159.70.213","443","OK","default-src https: data: 'unsafe-inline' 'unsafe-eval'","",""
"Permissions-Policy","www.festivalparminous.org/51.159.70.213","443","OK","interest-cohort=()","",""
"X-XSS-Protection","www.festivalparminous.org/51.159.70.213","443","INFO","1; mode=block","",""
"banner_reverseproxy","www.festivalparminous.org/51.159.70.213","443","INFO","--","","CWE-200"
"heartbleed","www.festivalparminous.org/51.159.70.213","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","www.festivalparminous.org/51.159.70.213","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","www.festivalparminous.org/51.159.70.213","443","OK","no session ticket extension","CVE-2016-9244","CWE-200"
"ROBOT","www.festivalparminous.org/51.159.70.213","443","OK","not vulnerable, no RSA key transport cipher","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","www.festivalparminous.org/51.159.70.213","443","OK","supported","","CWE-310"
"secure_client_renego","www.festivalparminous.org/51.159.70.213","443","OK","not vulnerable","CVE-2011-1473","CWE-310"
"CRIME_TLS","www.festivalparminous.org/51.159.70.213","443","OK","not vulnerable","CVE-2012-4929","CWE-310"
"BREACH","www.festivalparminous.org/51.159.70.213","443","OK","not vulnerable, no gzip/deflate/compress/br HTTP compression  - only supplied '/' tested","CVE-2013-3587","CWE-310"
"POODLE_SSL","www.festivalparminous.org/51.159.70.213","443","OK","not vulnerable, no SSLv3","CVE-2014-3566","CWE-310"
"fallback_SCSV","www.festivalparminous.org/51.159.70.213","443","OK","no protocol below TLS 1.2 offered","",""
"SWEET32","www.festivalparminous.org/51.159.70.213","443","OK","not vulnerable","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","www.festivalparminous.org/51.159.70.213","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","www.festivalparminous.org/51.159.70.213","443","OK","not vulnerable on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN_hint","www.festivalparminous.org/51.159.70.213","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://censys.io/ipv4?q=C20FB4B2753E12B2CAE8BDC12207C292676CCEE928E7CF6FF8DC2A7CFF4325FB","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM-common_primes","www.festivalparminous.org/51.159.70.213","443","INFO","RFC7919/ffdhe2048","CVE-2015-4000","CWE-310"
"LOGJAM","www.festivalparminous.org/51.159.70.213","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"BEAST","www.festivalparminous.org/51.159.70.213","443","OK","not vulnerable, no SSL3 or TLS1","CVE-2011-3389","CWE-20"
"LUCKY13","www.festivalparminous.org/51.159.70.213","443","OK","not vulnerable","CVE-2013-0169","CWE-310"
"winshock","www.festivalparminous.org/51.159.70.213","443","OK","not vulnerable","CVE-2014-6321","CWE-94"
"RC4","www.festivalparminous.org/51.159.70.213","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"clientsimulation-android_442","www.festivalparminous.org/51.159.70.213","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-android_500","www.festivalparminous.org/51.159.70.213","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_60","www.festivalparminous.org/51.159.70.213","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_70","www.festivalparminous.org/51.159.70.213","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_81","www.festivalparminous.org/51.159.70.213","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_90","www.festivalparminous.org/51.159.70.213","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_X","www.festivalparminous.org/51.159.70.213","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-chrome_74_win10","www.festivalparminous.org/51.159.70.213","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-chrome_79_win10","www.festivalparminous.org/51.159.70.213","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-firefox_66_win81","www.festivalparminous.org/51.159.70.213","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-firefox_71_win10","www.festivalparminous.org/51.159.70.213","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-ie_6_xp","www.festivalparminous.org/51.159.70.213","443","INFO","No connection","",""
"clientsimulation-ie_8_win7","www.festivalparminous.org/51.159.70.213","443","INFO","No connection","",""
"clientsimulation-ie_8_xp","www.festivalparminous.org/51.159.70.213","443","INFO","No connection","",""
"clientsimulation-ie_11_win7","www.festivalparminous.org/51.159.70.213","443","INFO","TLSv1.2 DHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-ie_11_win81","www.festivalparminous.org/51.159.70.213","443","INFO","TLSv1.2 DHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-ie_11_winphone81","www.festivalparminous.org/51.159.70.213","443","INFO","No connection","",""
"clientsimulation-ie_11_win10","www.festivalparminous.org/51.159.70.213","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-edge_15_win10","www.festivalparminous.org/51.159.70.213","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-edge_17_win10","www.festivalparminous.org/51.159.70.213","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-opera_66_win10","www.festivalparminous.org/51.159.70.213","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_9_ios9","www.festivalparminous.org/51.159.70.213","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-safari_9_osx1011","www.festivalparminous.org/51.159.70.213","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-safari_10_osx1012","www.festivalparminous.org/51.159.70.213","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-safari_121_ios_122","www.festivalparminous.org/51.159.70.213","443","INFO","TLSv1.3 TLS_CHACHA20_POLY1305_SHA256","",""
"clientsimulation-safari_130_osx_10146","www.festivalparminous.org/51.159.70.213","443","INFO","TLSv1.3 TLS_CHACHA20_POLY1305_SHA256","",""
